"Date","Temperature","Relative Humidity"
2021-11-27 00:20:15,14.1,57.6
2021-11-27 00:20:25,14.1,57.5
2021-11-27 00:20:35,14.0,57.6
2021-11-27 00:20:45,14.1,57.6
2021-11-27 00:20:55,14.1,57.5
2021-11-27 00:21:05,14.1,57.5
2021-11-27 00:21:15,14.1,57.6
2021-11-27 00:21:25,14.1,57.6
2021-11-27 00:21:35,14.1,57.6
2021-11-27 00:21:45,14.1,57.6
2021-11-27 00:21:55,14.1,57.6
2021-11-27 00:22:05,14.1,57.6
2021-11-27 00:22:15,14.1,57.6
2021-11-27 00:22:25,14.1,57.6
2021-11-27 00:22:35,14.1,57.6
2021-11-27 00:22:45,14.1,57.6
2021-11-27 00:22:55,14.0,57.6
2021-11-27 00:23:05,14.1,57.6
2021-11-27 00:23:15,14.1,57.7
2021-11-27 00:23:25,14.1,57.6
2021-11-27 00:23:35,14.0,57.6
2021-11-27 00:23:45,14.1,57.7
2021-11-27 00:23:55,14.1,57.7
2021-11-27 00:24:05,14.1,57.7
2021-11-27 00:24:15,14.0,57.6
2021-11-27 00:24:25,14.1,57.7
2021-11-27 00:24:35,14.1,57.7
2021-11-27 00:24:45,14.0,57.7
2021-11-27 00:24:55,14.0,57.7
2021-11-27 00:25:05,14.1,57.7
2021-11-27 00:25:15,14.1,57.7
2021-11-27 00:25:25,14.0,57.6
2021-11-27 00:25:35,14.0,57.6
2021-11-27 00:25:45,14.0,57.7
2021-11-27 00:25:55,14.0,57.7
2021-11-27 00:26:05,14.0,57.7
2021-11-27 00:26:15,14.0,57.7
2021-11-27 00:26:25,14.1,57.6
2021-11-27 00:26:35,14.1,57.6
2021-11-27 00:26:45,14.0,57.6
2021-11-27 00:26:55,14.0,57.7
2021-11-27 00:27:05,14.1,57.7
2021-11-27 00:27:15,14.0,57.7
2021-11-27 00:27:25,14.0,57.7
2021-11-27 00:27:35,14.0,57.7
2021-11-27 00:27:45,14.0,57.7
2021-11-27 00:27:55,14.0,57.7
2021-11-27 00:28:05,14.0,57.7
2021-11-27 00:28:15,14.0,57.7
2021-11-27 00:28:25,14.0,57.7
2021-11-27 00:28:35,14.0,57.8
2021-11-27 00:28:45,14.0,57.8
2021-11-27 00:28:55,14.0,57.8
2021-11-27 00:29:05,14.0,57.8
2021-11-27 00:29:15,14.0,57.8
2021-11-27 00:29:25,14.0,57.8
2021-11-27 00:29:35,14.0,57.8
2021-11-27 00:29:45,14.0,57.8
2021-11-27 00:29:55,14.0,57.8
2021-11-27 00:30:05,14.0,57.8
2021-11-27 00:30:15,14.0,57.8
2021-11-27 00:30:25,14.0,57.8
2021-11-27 00:30:35,14.0,57.8
2021-11-27 00:30:45,14.0,57.8
2021-11-27 00:30:55,14.0,57.8
2021-11-27 00:31:05,14.0,57.8
2021-11-27 00:31:15,14.0,57.8
2021-11-27 00:31:25,14.0,57.7
2021-11-27 00:31:35,14.0,57.8
2021-11-27 00:31:45,14.0,57.8
2021-11-27 00:31:55,14.0,57.7
2021-11-27 00:32:05,14.1,57.8
2021-11-27 00:32:15,14.0,57.7
2021-11-27 00:32:25,14.0,57.7
2021-11-27 00:32:35,14.0,57.8
2021-11-27 00:32:45,14.0,57.8
2021-11-27 00:32:55,14.0,57.8
2021-11-27 00:33:05,14.0,57.7
2021-11-27 00:33:15,14.0,57.7
2021-11-27 00:33:25,14.0,57.7
2021-11-27 00:33:35,14.0,57.8
2021-11-27 00:33:45,14.0,57.8
2021-11-27 00:33:55,14.0,57.8
2021-11-27 00:34:05,14.0,57.8
2021-11-27 00:34:15,14.0,57.8
2021-11-27 00:34:25,14.0,57.8
2021-11-27 00:34:35,14.0,57.9
2021-11-27 00:34:45,14.0,57.9
2021-11-27 00:34:55,14.0,57.9
2021-11-27 00:35:05,14.0,57.9
2021-11-27 00:35:15,14.0,57.9
2021-11-27 00:35:25,14.0,57.9
2021-11-27 00:35:35,14.0,57.9
2021-11-27 00:35:45,14.0,57.9
2021-11-27 00:35:55,14.1,57.9
2021-11-27 00:36:05,14.0,57.8
2021-11-27 00:36:15,14.0,57.8
2021-11-27 00:36:25,14.0,57.8
2021-11-27 00:36:35,14.0,57.8
2021-11-27 00:36:45,14.0,57.8
2021-11-27 00:36:55,14.0,57.8
2021-11-27 00:37:05,14.0,57.9
2021-11-27 00:37:15,14.0,57.9
2021-11-27 00:37:25,14.0,57.9
2021-11-27 00:37:35,14.0,57.9
2021-11-27 00:37:45,14.0,57.9
2021-11-27 00:37:55,14.0,57.9
2021-11-27 00:38:05,14.0,57.9
2021-11-27 00:38:15,14.0,58.0
2021-11-27 00:38:25,14.0,58.0
2021-11-27 00:38:35,14.0,57.9
2021-11-27 00:38:45,14.0,57.9
2021-11-27 00:38:55,14.0,58.0
2021-11-27 00:39:05,14.0,57.9
2021-11-27 00:39:15,14.0,57.9
2021-11-27 00:39:25,14.0,57.9
2021-11-27 00:39:35,14.0,57.9
2021-11-27 00:39:45,14.0,57.9
2021-11-27 00:39:55,14.0,58.0
2021-11-27 00:40:05,14.0,58.0
2021-11-27 00:40:15,14.0,58.0
2021-11-27 00:40:25,14.0,58.0
2021-11-27 00:40:35,14.0,58.0
2021-11-27 00:40:45,14.0,58.0
2021-11-27 00:40:55,14.0,58.0
2021-11-27 00:41:05,14.0,58.0
2021-11-27 00:41:15,14.0,58.0
2021-11-27 00:41:25,14.0,58.0
2021-11-27 00:41:35,14.0,58.0
2021-11-27 00:41:45,14.0,58.0
2021-11-27 00:41:55,14.0,58.0
2021-11-27 00:42:05,14.0,58.0
2021-11-27 00:42:15,14.0,58.0
2021-11-27 00:42:25,14.0,58.0
2021-11-27 00:42:35,13.9,58.0
2021-11-27 00:42:55,14.0,58.0
2021-11-27 00:43:05,14.0,58.0
2021-11-27 00:43:15,14.0,58.0
2021-11-27 00:43:25,14.0,58.0
2021-11-27 00:43:35,14.0,58.0
2021-11-27 00:43:45,14.0,58.1
2021-11-27 00:43:55,14.0,58.1
2021-11-27 00:44:05,13.9,58.0
2021-11-27 00:44:15,13.9,58.0
2021-11-27 00:44:25,13.9,58.1
2021-11-27 00:44:35,14.0,58.1
2021-11-27 00:44:45,14.0,58.1
2021-11-27 00:44:55,13.9,58.1
2021-11-27 00:45:05,14.0,58.1
2021-11-27 00:45:15,13.9,58.1
2021-11-27 00:45:25,14.0,58.1
2021-11-27 00:45:35,14.0,58.1
2021-11-27 00:45:45,13.9,58.1
2021-11-27 00:45:55,13.9,58.1
2021-11-27 00:46:05,14.0,58.1
2021-11-27 00:46:15,14.0,58.1
2021-11-27 00:46:25,14.0,58.1
2021-11-27 00:46:35,14.0,58.1
2021-11-27 00:46:45,13.9,58.1
2021-11-27 00:46:55,14.0,58.1
2021-11-27 00:47:05,14.0,58.1
2021-11-27 00:47:15,14.0,58.1
2021-11-27 00:47:25,14.0,58.1
2021-11-27 00:47:35,14.0,58.1
2021-11-27 00:47:45,13.9,58.1
2021-11-27 00:47:55,14.0,58.1
2021-11-27 00:48:05,14.0,58.1
2021-11-27 00:48:15,14.0,58.1
2021-11-27 00:48:25,14.0,58.1
2021-11-27 00:48:35,14.0,58.1
2021-11-27 00:48:45,14.0,58.2
2021-11-27 00:48:55,14.0,58.1
2021-11-27 00:49:05,14.0,58.1
2021-11-27 00:49:15,14.0,58.1
2021-11-27 00:49:25,13.9,58.1
2021-11-27 00:49:35,13.9,58.1
2021-11-27 00:49:45,14.0,58.2
2021-11-27 00:49:55,14.0,58.2
2021-11-27 00:50:05,13.9,58.2
2021-11-27 00:50:15,13.9,58.1
2021-11-27 00:50:25,13.9,58.1
2021-11-27 00:50:35,13.9,58.1
2021-11-27 00:50:45,13.9,58.1
2021-11-27 00:50:55,13.9,58.1
2021-11-27 00:51:05,14.0,58.2
2021-11-27 00:51:15,14.0,58.2
2021-11-27 00:51:25,14.0,58.1
2021-11-27 00:51:35,14.0,58.2
2021-11-27 00:51:45,13.9,58.2
2021-11-27 00:51:55,14.0,58.1
2021-11-27 00:52:05,13.9,58.1
2021-11-27 00:52:15,14.0,58.1
2021-11-27 00:52:25,14.0,58.1
2021-11-27 00:52:35,14.0,58.1
2021-11-27 00:52:45,13.9,58.1
2021-11-27 00:52:55,14.0,58.2
2021-11-27 00:53:05,14.0,58.2
2021-11-27 00:53:15,13.9,58.2
2021-11-27 00:53:25,13.9,58.2
2021-11-27 00:53:35,13.9,58.2
2021-11-27 00:53:45,13.9,58.2
2021-11-27 00:53:55,13.9,58.2
2021-11-27 00:54:05,14.0,58.2
2021-11-27 00:54:15,13.9,58.2
2021-11-27 00:54:25,14.0,58.1
2021-11-27 00:54:35,13.9,58.2
2021-11-27 00:54:45,13.9,58.2
2021-11-27 00:54:55,14.0,58.2
2021-11-27 00:55:05,14.0,58.2
2021-11-27 00:55:15,14.0,58.2
2021-11-27 00:55:25,14.0,58.2
2021-11-27 00:55:35,14.0,58.2
2021-11-27 00:55:45,14.0,58.2
2021-11-27 00:55:55,14.0,58.2
2021-11-27 00:56:05,14.0,58.2
2021-11-27 00:56:15,14.0,58.2
2021-11-27 00:56:25,14.0,58.2
2021-11-27 00:56:35,14.0,58.3
2021-11-27 00:56:45,13.9,58.3
2021-11-27 00:56:55,13.9,58.3
2021-11-27 00:57:05,14.0,58.3
2021-11-27 00:57:15,14.0,58.3
2021-11-27 00:57:25,13.9,58.3
2021-11-27 00:57:35,13.9,58.3
2021-11-27 00:57:45,13.9,58.3
2021-11-27 00:57:55,14.0,58.4
2021-11-27 00:58:05,14.0,58.4
2021-11-27 00:58:15,13.9,58.3
2021-11-27 00:58:25,14.0,58.3
2021-11-27 00:58:35,13.9,58.3
2021-11-27 00:58:45,13.9,58.3
2021-11-27 00:58:55,14.0,58.3
2021-11-27 00:59:05,13.9,58.4
2021-11-27 00:59:15,13.9,58.4
2021-11-27 00:59:25,13.9,58.4
2021-11-27 00:59:35,13.9,58.4
2021-11-27 00:59:45,13.9,58.4
2021-11-27 00:59:55,13.9,58.4
2021-11-27 01:00:05,13.9,58.4
2021-11-27 01:00:15,13.9,58.4
2021-11-27 01:00:25,13.9,58.4
2021-11-27 01:00:35,14.0,58.4
2021-11-27 01:00:45,13.9,58.4
2021-11-27 01:00:55,13.9,58.4
2021-11-27 01:01:05,13.9,58.4
2021-11-27 01:01:15,13.9,58.4
2021-11-27 01:01:25,13.9,58.4
2021-11-27 01:01:35,13.9,58.4
2021-11-27 01:01:45,13.9,58.4
2021-11-27 01:01:55,13.9,58.4
2021-11-27 01:02:05,13.9,58.4
2021-11-27 01:02:15,13.9,58.4
2021-11-27 01:02:25,13.9,58.4
2021-11-27 01:02:35,13.9,58.4
2021-11-27 01:02:45,13.9,58.4
2021-11-27 01:02:55,13.9,58.4
2021-11-27 01:03:05,13.9,58.4
2021-11-27 01:03:15,13.9,58.4
2021-11-27 01:03:25,13.9,58.4
2021-11-27 01:03:35,13.9,58.4
2021-11-27 01:03:45,13.9,58.4
2021-11-27 01:03:55,13.9,58.4
2021-11-27 01:04:05,13.9,58.4
2021-11-27 01:04:15,13.9,58.4
2021-11-27 01:04:25,13.9,58.4
2021-11-27 01:04:35,13.9,58.4
2021-11-27 01:04:45,13.9,58.4
2021-11-27 01:04:55,13.9,58.4
2021-11-27 01:05:05,13.9,58.4
2021-11-27 01:05:15,13.9,58.4
2021-11-27 01:05:25,13.9,58.4
2021-11-27 01:05:35,13.9,58.4
2021-11-27 01:05:45,13.9,58.5
2021-11-27 01:05:55,13.9,58.4
2021-11-27 01:06:05,13.9,58.4
2021-11-27 01:06:15,13.9,58.4
2021-11-27 01:06:25,13.9,58.4
2021-11-27 01:06:35,13.9,58.4
2021-11-27 01:06:45,13.9,58.4
2021-11-27 01:06:55,13.9,58.5
2021-11-27 01:07:05,13.9,58.5
2021-11-27 01:07:15,13.9,58.5
2021-11-27 01:07:25,13.9,58.5
2021-11-27 01:07:35,13.9,58.5
2021-11-27 01:07:45,13.9,58.5
2021-11-27 01:07:55,13.9,58.5
2021-11-27 01:08:05,13.9,58.5
2021-11-27 01:08:15,13.9,58.5
2021-11-27 01:08:25,13.9,58.5
2021-11-27 01:08:35,13.9,58.5
2021-11-27 01:08:45,14.0,58.5
2021-11-27 01:08:55,13.9,58.5
2021-11-27 01:09:05,13.9,58.5
2021-11-27 01:09:15,13.9,58.5
2021-11-27 01:09:25,13.9,58.5
2021-11-27 01:09:35,13.9,58.4
2021-11-27 01:09:45,13.9,58.5
2021-11-27 01:09:55,13.9,58.5
2021-11-27 01:10:05,13.9,58.5
2021-11-27 01:10:15,13.9,58.5
2021-11-27 01:10:25,13.9,58.5
2021-11-27 01:10:35,13.9,58.5
2021-11-27 01:10:45,13.9,58.5
2021-11-27 01:10:55,13.9,58.5
2021-11-27 01:11:05,13.9,58.5
2021-11-27 01:11:15,13.9,58.5
2021-11-27 01:11:25,13.9,58.4
2021-11-27 01:11:35,13.9,58.5
2021-11-27 01:11:45,13.9,58.5
2021-11-27 01:11:55,13.9,58.5
2021-11-27 01:12:05,13.9,58.5
2021-11-27 01:12:15,13.9,58.5
2021-11-27 01:12:25,13.9,58.5
2021-11-27 01:12:35,13.9,58.5
2021-11-27 01:12:45,13.9,58.5
2021-11-27 01:12:55,13.9,58.5
2021-11-27 01:13:05,13.9,58.5
2021-11-27 01:13:15,13.9,58.5
2021-11-27 01:13:25,13.9,58.5
2021-11-27 01:13:35,13.9,58.5
2021-11-27 01:13:45,13.9,58.5
2021-11-27 01:13:55,13.9,58.5
2021-11-27 01:14:05,13.9,58.5
2021-11-27 01:14:15,13.9,58.5
2021-11-27 01:14:25,13.9,58.5
2021-11-27 01:14:35,13.8,58.5
2021-11-27 01:14:45,13.9,58.6
2021-11-27 01:14:55,13.9,58.5
2021-11-27 01:15:05,13.9,58.5
2021-11-27 01:15:15,13.9,58.5
2021-11-27 01:15:25,13.9,58.5
2021-11-27 01:15:35,13.9,58.5
2021-11-27 01:15:45,13.9,58.5
2021-11-27 01:15:55,13.9,58.5
2021-11-27 01:16:05,13.9,58.5
2021-11-27 01:16:15,13.9,58.5
2021-11-27 01:16:25,13.9,58.5
2021-11-27 01:16:35,13.9,58.5
2021-11-27 01:16:45,13.9,58.5
2021-11-27 01:16:55,13.9,58.5
2021-11-27 01:17:05,13.9,58.5
2021-11-27 01:17:15,13.9,58.5
2021-11-27 01:17:25,13.9,58.5
2021-11-27 01:17:35,13.9,58.5
2021-11-27 01:17:45,13.9,58.5
2021-11-27 01:17:55,13.9,58.5
2021-11-27 01:18:05,13.9,58.5
2021-11-27 01:18:15,13.9,58.5
2021-11-27 01:18:25,13.9,58.5
2021-11-27 01:18:35,13.9,58.5
2021-11-27 01:18:45,13.8,58.5
2021-11-27 01:18:55,13.8,58.5
2021-11-27 01:19:05,13.9,58.5
2021-11-27 01:19:15,13.8,58.5
2021-11-27 01:19:25,13.9,58.5
2021-11-27 01:19:35,13.9,58.5
2021-11-27 01:19:45,13.9,58.5
2021-11-27 01:19:55,13.9,58.5
2021-11-27 01:20:05,13.9,58.5
2021-11-27 01:20:15,13.9,58.5
2021-11-27 01:20:25,13.8,58.5
2021-11-27 01:20:35,13.9,58.5
2021-11-27 01:20:45,13.9,58.5
2021-11-27 01:20:55,13.9,58.5
2021-11-27 01:21:05,13.9,58.5
2021-11-27 01:21:15,13.8,58.5
2021-11-27 01:21:25,13.8,58.5
2021-11-27 01:21:35,13.8,58.5
2021-11-27 01:21:45,13.9,58.6
2021-11-27 01:21:55,13.8,58.6
2021-11-27 01:22:05,13.9,58.5
2021-11-27 01:22:15,13.9,58.5
2021-11-27 01:22:25,13.9,58.6
2021-11-27 01:22:35,13.9,58.6
2021-11-27 01:22:45,13.9,58.5
2021-11-27 01:22:55,13.9,58.5
2021-11-27 01:23:05,13.9,58.5
2021-11-27 01:23:15,13.9,58.5
2021-11-27 01:23:25,13.8,58.5
2021-11-27 01:23:35,13.8,58.5
2021-11-27 01:23:45,13.9,58.5
2021-11-27 01:23:55,13.9,58.5
2021-11-27 01:24:05,13.9,58.5
2021-11-27 01:24:15,13.9,58.5
2021-11-27 01:24:25,13.9,58.5
2021-11-27 01:24:35,13.9,58.5
2021-11-27 01:24:45,13.9,58.5
2021-11-27 01:24:55,13.9,58.6
2021-11-27 01:25:05,13.9,58.6
2021-11-27 01:25:15,13.9,58.5
2021-11-27 01:25:25,13.9,58.6
2021-11-27 01:25:35,13.9,58.6
2021-11-27 01:25:45,13.9,58.6
2021-11-27 01:25:55,13.9,58.6
2021-11-27 01:26:05,13.9,58.6
2021-11-27 01:26:15,13.9,58.5
2021-11-27 01:26:25,13.9,58.5
2021-11-27 01:26:35,13.9,58.5
2021-11-27 01:26:45,13.8,58.5
2021-11-27 01:26:55,13.9,58.5
2021-11-27 01:27:05,13.9,58.5
2021-11-27 01:27:15,13.9,58.5
2021-11-27 01:27:25,13.9,58.5
2021-11-27 01:27:35,13.9,58.5
2021-11-27 01:27:45,13.9,58.5
2021-11-27 01:27:55,13.8,58.5
2021-11-27 01:28:05,13.9,58.5
2021-11-27 01:28:15,13.9,58.5
2021-11-27 01:28:25,13.9,58.5
2021-11-27 01:28:35,13.9,58.5
2021-11-27 01:28:45,13.9,58.5
2021-11-27 01:28:55,13.9,58.5
2021-11-27 01:29:05,13.9,58.5
2021-11-27 01:29:15,13.9,58.5
2021-11-27 01:29:25,13.8,58.5
2021-11-27 01:29:35,13.9,58.5
2021-11-27 01:29:45,13.9,58.5
2021-11-27 01:29:55,13.9,58.5
2021-11-27 01:30:05,13.9,58.5
2021-11-27 01:30:15,13.9,58.5
2021-11-27 01:30:25,13.8,58.5
2021-11-27 01:30:35,13.9,58.5
2021-11-27 01:30:45,13.9,58.5
2021-11-27 01:30:55,13.9,58.5
2021-11-27 01:31:05,13.8,58.6
2021-11-27 01:31:15,13.9,58.5
2021-11-27 01:31:25,13.8,58.6
2021-11-27 01:31:35,13.9,58.6
2021-11-27 01:31:45,13.9,58.6
2021-11-27 01:31:55,13.8,58.6
2021-11-27 01:32:05,13.8,58.6
2021-11-27 01:32:15,13.8,58.6
2021-11-27 01:32:25,13.8,58.6
2021-11-27 01:32:35,13.8,58.6
2021-11-27 01:32:45,13.9,58.6
2021-11-27 01:32:55,13.9,58.6
2021-11-27 01:33:05,13.9,58.6
2021-11-27 01:33:15,13.9,58.5
2021-11-27 01:33:25,13.9,58.5
2021-11-27 01:33:35,13.9,58.5
2021-11-27 01:33:45,13.8,58.5
2021-11-27 01:33:55,13.8,58.5
2021-11-27 01:34:05,13.8,58.5
2021-11-27 01:34:15,13.9,58.5
2021-11-27 01:34:25,13.9,58.5
2021-11-27 01:34:35,13.9,58.5
2021-11-27 01:34:45,13.8,58.5
2021-11-27 01:34:55,13.9,58.5
2021-11-27 01:35:05,13.8,58.5
2021-11-27 01:35:15,13.8,58.5
2021-11-27 01:35:25,13.9,58.6
2021-11-27 01:35:35,13.8,58.6
2021-11-27 01:35:45,13.9,58.6
2021-11-27 01:35:55,13.8,58.6
2021-11-27 01:36:05,13.8,58.6
2021-11-27 01:36:15,13.8,58.6
2021-11-27 01:36:25,13.8,58.6
2021-11-27 01:36:35,13.8,58.6
2021-11-27 01:36:45,13.8,58.6
2021-11-27 01:36:55,13.8,58.6
2021-11-27 01:37:05,13.9,58.6
2021-11-27 01:37:15,13.8,58.6
2021-11-27 01:37:25,13.9,58.5
2021-11-27 01:37:35,13.8,58.5
2021-11-27 01:37:45,13.9,58.5
2021-11-27 01:37:55,13.8,58.5
2021-11-27 01:38:05,13.8,58.5
2021-11-27 01:38:15,13.8,58.5
2021-11-27 01:38:25,13.8,58.5
2021-11-27 01:38:35,13.8,58.5
2021-11-27 01:38:45,13.8,58.5
2021-11-27 01:38:55,13.8,58.5
2021-11-27 01:39:05,13.8,58.5
2021-11-27 01:39:15,13.8,58.5
2021-11-27 01:39:25,13.8,58.5
2021-11-27 01:39:35,13.8,58.5
2021-11-27 01:39:45,13.8,58.6
2021-11-27 01:39:55,13.8,58.6
2021-11-27 01:40:05,13.8,58.6
2021-11-27 01:40:15,13.8,58.5
2021-11-27 01:40:25,13.8,58.5
2021-11-27 01:40:35,13.8,58.6
2021-11-27 01:40:45,13.8,58.5
2021-11-27 01:40:55,13.8,58.6
2021-11-27 01:41:05,13.8,58.6
2021-11-27 01:41:15,13.8,58.6
2021-11-27 01:41:25,13.8,58.6
2021-11-27 01:41:35,13.8,58.6
2021-11-27 01:41:45,13.7,58.6
2021-11-27 01:41:55,13.8,58.5
2021-11-27 01:42:05,13.8,58.5
2021-11-27 01:42:15,13.8,58.5
2021-11-27 01:42:25,13.8,58.5
2021-11-27 01:42:35,13.8,58.6
2021-11-27 01:42:45,13.8,58.6
2021-11-27 01:42:55,13.8,58.6
2021-11-27 01:43:05,13.8,58.6
2021-11-27 01:43:15,13.8,58.6
2021-11-27 01:43:25,13.8,58.6
2021-11-27 01:43:35,13.8,58.6
2021-11-27 01:43:45,13.8,58.6
2021-11-27 01:43:55,13.8,58.5
2021-11-27 01:44:05,13.8,58.5
2021-11-27 01:44:15,13.8,58.5
2021-11-27 01:44:25,13.8,58.6
2021-11-27 01:44:35,13.8,58.6
2021-11-27 01:44:45,13.8,58.5
2021-11-27 01:44:55,13.8,58.5
2021-11-27 01:45:05,13.8,58.5
2021-11-27 01:45:15,13.8,58.5
2021-11-27 01:45:25,13.8,58.5
2021-11-27 01:45:35,13.8,58.6
2021-11-27 01:45:45,13.8,58.5
2021-11-27 01:45:55,13.8,58.5
2021-11-27 01:46:05,13.8,58.5
2021-11-27 01:46:15,13.8,58.5
2021-11-27 01:46:25,13.8,58.5
2021-11-27 01:46:35,13.8,58.5
2021-11-27 01:46:45,13.8,58.5
2021-11-27 01:46:55,13.8,58.5
2021-11-27 01:47:05,13.7,58.5
2021-11-27 01:47:15,13.8,58.5
2021-11-27 01:47:25,13.8,58.5
2021-11-27 01:47:35,13.8,58.5
2021-11-27 01:47:45,13.8,58.5
2021-11-27 01:47:55,13.7,58.6
2021-11-27 01:48:05,13.8,58.6
2021-11-27 01:48:15,13.8,58.5
2021-11-27 01:48:25,13.8,58.5
2021-11-27 01:48:35,13.8,58.5
2021-11-27 01:48:45,13.8,58.5
2021-11-27 01:48:55,13.7,58.5
2021-11-27 01:49:05,13.8,58.5
2021-11-27 01:49:15,13.8,58.5
2021-11-27 01:49:25,13.8,58.6
2021-11-27 01:49:35,13.7,58.6
2021-11-27 01:49:45,13.8,58.6
2021-11-27 01:49:55,13.8,58.6
2021-11-27 01:50:05,13.8,58.5
2021-11-27 01:50:15,13.7,58.5
2021-11-27 01:50:25,13.8,58.5
2021-11-27 01:50:35,13.8,58.5
2021-11-27 01:50:45,13.8,58.5
